inspection_score,business_name,business_address,violation_description,risk_category,sup_dist,violation_count,quarter,year,month,day
85.0,New Woey Loy Goey Restaurant,699 Jackson St,Contaminated or adulterated food,3,3,4,1,2019,1,9
85.0,New Woey Loy Goey Restaurant,699 Jackson St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,3,4,1,2019,1,9
70.0,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,Unclean nonfood contact surfaces,1,7,8,1,2019,1,10
100.0,House of Coffee,1618 Noriega St,NA,0,7,1,1,2019,1,10
70.0,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,Unclean or degraded floors walls or ceilings,1,7,8,1,2019,1,10
64.0,Oscar Burger & Deli,1850 Cesar Chavez St,High risk vermin infestation,3,9,9,1,2019,1,10
86.0,A-1 BAKERY,1727 OCEAN Ave,Moderate risk food holding temperature,2,8,5,1,2019,1,10
64.0,Oscar Burger & Deli,1850 Cesar Chavez St,Inadequate warewashing facilities or equipment,1,9,9,1,2019,1,10
90.0,STARBUCKS COFFEE #5486,36 02nd St,Permit license or inspection report not posted,1,10,3,1,2019,1,10
64.0,Oscar Burger & Deli,1850 Cesar Chavez St,Unapproved or unmaintained equipment or utensils,1,9,9,1,2019,1,10
77.0,FLOWER MARKET CAFE,698 BRANNAN St,High risk food holding temperature,3,10,7,1,2019,1,10
86.0,A-1 BAKERY,1727 OCEAN Ave,Unclean or degraded floors walls or ceilings,1,8,5,1,2019,1,10
83.0,CAFE MADELEINE,149 NEW MONTGOMERY STREET,Improper storage use or identification of toxic substances,1,10,5,1,2019,1,10
64.0,Oscar Burger & Deli,1850 Cesar Chavez St,Moderate risk food holding temperature,2,9,9,1,2019,1,10
77.0,FLOWER MARKET CAFE,698 BRANNAN St,Improper food storage,1,10,7,1,2019,1,10
70.0,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,Unclean or unsanitary food contact surfaces,3,7,8,1,2019,1,10
86.0,A-1 BAKERY,1727 OCEAN Ave,Inadequate and inaccessible handwashing facilities,2,8,5,1,2019,1,10
64.0,Oscar Burger & Deli,1850 Cesar Chavez St,Unclean or unsanitary food contact surfaces,3,9,9,1,2019,1,10
70.0,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,Other moderate risk violation,2,7,8,1,2019,1,10
86.0,A-1 BAKERY,1727 OCEAN Ave,Improper storage of equipment utensils or linens,1,8,5,1,2019,1,10
83.0,CAFE MADELEINE,149 NEW MONTGOMERY STREET,Improper food storage,1,10,5,1,2019,1,10
77.0,FLOWER MARKET CAFE,698 BRANNAN St,Improper storage use or identification of toxic substances,1,10,7,1,2019,1,10
90.0,STARBUCKS COFFEE #5486,36 02nd St,Moderate risk food holding temperature,2,10,3,1,2019,1,10
64.0,Oscar Burger & Deli,1850 Cesar Chavez St,Unclean nonfood contact surfaces,1,9,9,1,2019,1,10
83.0,CAFE MADELEINE,149 NEW MONTGOMERY STREET,Unclean or degraded floors walls or ceilings,1,10,5,1,2019,1,10
77.0,FLOWER MARKET CAFE,698 BRANNAN St,Improper food labeling or menu misrepresentation,1,10,7,1,2019,1,10
70.0,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,Improper storage of equipment utensils or linens,1,7,8,1,2019,1,10
77.0,FLOWER MARKET CAFE,698 BRANNAN St,Inadequate and inaccessible handwashing facilities,2,10,7,1,2019,1,10
83.0,CAFE MADELEINE,149 NEW MONTGOMERY STREET,Unclean or unsanitary food contact surfaces,3,10,5,1,2019,1,10
64.0,Oscar Burger & Deli,1850 Cesar Chavez St,Employee eating or smoking,2,9,9,1,2019,1,10
77.0,FLOWER MARKET CAFE,698 BRANNAN St,Foods not protected from contamination,2,10,7,1,2019,1,10
86.0,A-1 BAKERY,1727 OCEAN Ave,Unapproved or unmaintained equipment or utensils,1,8,5,1,2019,1,10
70.0,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,Moderate risk food holding temperature,2,7,8,1,2019,1,10
64.0,Oscar Burger & Deli,1850 Cesar Chavez St,Foods not protected from contamination,2,9,9,1,2019,1,10
90.0,STARBUCKS COFFEE #5486,36 02nd St,Inadequate and inaccessible handwashing facilities,2,10,3,1,2019,1,10
64.0,Oscar Burger & Deli,1850 Cesar Chavez St,Inadequate and inaccessible handwashing facilities,2,9,9,1,2019,1,10
70.0,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,Unapproved or unmaintained equipment or utensils,1,7,8,1,2019,1,10
77.0,FLOWER MARKET CAFE,698 BRANNAN St,Unapproved or unmaintained equipment or utensils,1,10,7,1,2019,1,10
70.0,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,High risk vermin infestation,3,7,8,1,2019,1,10
83.0,CAFE MADELEINE,149 NEW MONTGOMERY STREET,Moderate risk vermin infestation,2,10,5,1,2019,1,10
96.0,California Pacific Medical Ctr - Hospital Kitchen,2333 Buchanan St Level A,Unapproved or unmaintained equipment or utensils,1,6,2,1,2019,1,10
79.0,"House of Dim Sum, Inc.",735 Jackson St,Unapproved or unmaintained equipment or utensils,1,3,5,1,2019,1,10
96.0,California Pacific Medical Ctr - Hospital Kitchen,2333 Buchanan St Level A,Unclean or degraded floors walls or ceilings,1,6,2,1,2019,1,10
79.0,"House of Dim Sum, Inc.",735 Jackson St,Foods not protected from contamination,2,3,5,1,2019,1,10
79.0,"House of Dim Sum, Inc.",735 Jackson St,Improper thawing methods,2,3,5,1,2019,1,10
79.0,"House of Dim Sum, Inc.",735 Jackson St,Inadequately cleaned or sanitized food contact surfaces,2,3,5,1,2019,1,10
79.0,"House of Dim Sum, Inc.",735 Jackson St,High risk food holding temperature,3,3,5,1,2019,1,10
96.0,The Roosevelt,2817 24th St,Moderate risk vermin infestation,2,2,1,1,2019,1,10
100.0,California Pacific Medical Center - Cafe,2333 Buchanan St 1st Floor,NA,0,6,1,1,2019,1,10
96.0,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,Unclean or degraded floors walls or ceilings,1,9,2,1,2019,1,11
88.0,Whole Foods Market,1765 CALIFORNIA St,Unclean or degraded floors walls or ceilings,1,6,4,1,2019,1,11
92.0,Williams-Sonoma,340 Post St,Moderate risk vermin infestation,2,3,2,1,2019,1,11
92.0,Cafe Encore,488 Post St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,3,3,1,2019,1,11
92.0,RAILROAD EXPRESSO CAFE,705 Monterey Blvd,Inadequately cleaned or sanitized food contact surfaces,2,8,2,1,2019,1,11
96.0,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,Unapproved or unmaintained equipment or utensils,1,9,2,1,2019,1,11
88.0,Whole Foods Market,1765 CALIFORNIA St,Inadequate and inaccessible handwashing facilities,2,6,4,1,2019,1,11
92.0,RAILROAD EXPRESSO CAFE,705 Monterey Blvd,Moderate risk food holding temperature,2,8,2,1,2019,1,11
88.0,Whole Foods Market,1765 CALIFORNIA St,Inadequately cleaned or sanitized food contact surfaces,2,6,4,1,2019,1,11
98.0,PEET'S COFFEE & TEA,2300 16th St #240,Unclean or degraded floors walls or ceilings,1,9,1,1,2019,1,11
88.0,Whole Foods Market,1765 CALIFORNIA St,Unapproved or unmaintained equipment or utensils,1,6,4,1,2019,1,11
92.0,Cafe Encore,488 Post St,Low risk vermin infestation,1,3,3,1,2019,1,11
92.0,Cafe Encore,488 Post St,Insufficient hot water or running water,2,3,3,1,2019,1,11
92.0,Williams-Sonoma,340 Post St,Moderate risk food holding temperature,2,3,2,1,2019,1,11
88.0,Nijiya Market,1737 Post St 333,NA,0,11,1,1,2019,1,11
80.0,PORTICO,245 MARKET St #3,Unclean or degraded floors walls or ceilings,1,10,4,1,2019,1,14
92.0,My Ivy Corp.,1901 DIVISADERO St,Improper food storage,1,6,4,1,2019,1,14
80.0,PORTICO,245 MARKET St #3,No hot water or running water,3,10,4,1,2019,1,14
92.0,My Ivy Corp.,1901 DIVISADERO St,Low risk vermin infestation,1,6,4,1,2019,1,14
92.0,My Ivy Corp.,1901 DIVISADERO St,Unapproved or unmaintained equipment or utensils,1,6,4,1,2019,1,14
80.0,PORTICO,245 MARKET St #3,Foods not protected from contamination,2,10,4,1,2019,1,14
92.0,My Ivy Corp.,1901 DIVISADERO St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,6,4,1,2019,1,14
80.0,PORTICO,245 MARKET St #3,High risk food holding temperature,3,10,4,1,2019,1,14
86.0,LA TORTILLA,495 Castro St B,Inadequate and inaccessible handwashing facilities,2,5,4,1,2019,1,15
96.0,RICKSHAW STOP,155 FELL ST,Low risk vermin infestation,1,11,2,1,2019,1,15
86.0,LA TORTILLA,495 Castro St B,Inadequately cleaned or sanitized food contact surfaces,2,5,4,1,2019,1,15
96.0,RICKSHAW STOP,155 FELL ST,Improper storage use or identification of toxic substances,1,11,2,1,2019,1,15
86.0,LA TORTILLA,495 Castro St B,Unclean or degraded floors walls or ceilings,1,5,4,1,2019,1,15
86.0,LA TORTILLA,495 Castro St B,Moderate risk food holding temperature,2,5,4,1,2019,1,15
92.0,Mozzeria,3228 16th St,Moderate risk food holding temperature,2,5,4,1,2019,1,15
92.0,Mozzeria,3228 16th St,Moderate risk food holding temperature,2,5,4,1,2019,1,15
92.0,Mozzeria,3228 16th St,Inadequately cleaned or sanitized food contact surfaces,2,5,4,1,2019,1,15
92.0,Mozzeria,3228 16th St,Inadequately cleaned or sanitized food contact surfaces,2,5,4,1,2019,1,15
100.0,JEFFERSON ELEMENTARY SCHOOL,1725 IRVING St,NA,0,7,1,1,2019,1,15
74.0,Loving Hut Vegan Cuisine,845 Market St FE12,Unclean or unsanitary food contact surfaces,3,10,5,1,2019,1,16
81.0,Burger Bar SF,251 Geary St 6th Floor,Improper thawing methods,2,3,5,1,2019,1,16
78.0,TEN ICHI RESTAURANT,2235 FILLMORE St,Unclean or degraded floors walls or ceilings,1,6,5,1,2019,1,16
81.0,Perry's Embarcadero,155 STEUART St,Unclean or degraded floors walls or ceilings,1,10,5,1,2019,1,16
78.0,TEN ICHI RESTAURANT,2235 FILLMORE St,Unclean or unsanitary food contact surfaces,3,6,5,1,2019,1,16
74.0,Loving Hut Vegan Cuisine,845 Market St FE12,Moderate risk vermin infestation,2,10,5,1,2019,1,16
81.0,Perry's Embarcadero,155 STEUART St,Improper cooling methods,3,10,5,1,2019,1,16
74.0,Loving Hut Vegan Cuisine,845 Market St FE12,Inadequate and inaccessible handwashing facilities,2,10,5,1,2019,1,16
78.0,TEN ICHI RESTAURANT,2235 FILLMORE St,Unapproved or unmaintained equipment or utensils,1,6,5,1,2019,1,16
81.0,Burger Bar SF,251 Geary St 6th Floor,Food in poor condition,2,3,5,1,2019,1,16
81.0,Perry's Embarcadero,155 STEUART St,Moderate risk food holding temperature,2,10,5,1,2019,1,16
78.0,TEN ICHI RESTAURANT,2235 FILLMORE St,High risk vermin infestation,3,6,5,1,2019,1,16
74.0,Loving Hut Vegan Cuisine,845 Market St FE12,Foods not protected from contamination,2,10,5,1,2019,1,16
81.0,Burger Bar SF,251 Geary St 6th Floor,High risk food holding temperature,3,3,5,1,2019,1,16
81.0,Perry's Embarcadero,155 STEUART St,Improper food storage,1,10,5,1,2019,1,16
74.0,Loving Hut Vegan Cuisine,845 Market St FE12,High risk food holding temperature,3,10,5,1,2019,1,16
81.0,Perry's Embarcadero,155 STEUART St,Inadequately cleaned or sanitized food contact surfaces,2,10,5,1,2019,1,16
81.0,Burger Bar SF,251 Geary St 6th Floor,Unclean or degraded floors walls or ceilings,1,3,5,1,2019,1,16
78.0,TEN ICHI RESTAURANT,2235 FILLMORE St,Foods not protected from contamination,2,6,5,1,2019,1,16
81.0,Burger Bar SF,251 Geary St 6th Floor,Improper food storage,1,3,5,1,2019,1,16
85.0,Caffe Central,845 Market St,Inadequately cleaned or sanitized food contact surfaces,2,10,3,1,2019,1,16
92.0,Sur La Table,845 Market St Space#015,Low risk vermin infestation,1,10,3,1,2019,1,16
85.0,Caffe Central,845 Market St,Moderate risk food holding temperature,2,10,3,1,2019,1,16
92.0,Sur La Table,845 Market St Space#015,Inadequate and inaccessible handwashing facilities,2,10,3,1,2019,1,16
85.0,Caffe Central,845 Market St,No hot water or running water,3,10,3,1,2019,1,16
87.0,Nopalito,1224 9th Ave,Low risk vermin infestation,1,11,3,1,2019,1,16
92.0,Sur La Table,845 Market St Space#015,Improper storage use or identification of toxic substances,1,10,3,1,2019,1,16
87.0,Nopalito,1224 9th Ave,Improper cooling methods,3,11,3,1,2019,1,16
87.0,Nopalito,1224 9th Ave,Moderate risk food holding temperature,2,11,3,1,2019,1,16
92.0,Yoppi Yogurt,845 Market St 277,Inadequate and inaccessible handwashing facilities,2,10,3,1,2019,1,17
68.0,ADELITA'S CAKES,3780 MISSION St,Inadequate and inaccessible handwashing facilities,2,5,8,1,2019,1,17
68.0,ADELITA'S CAKES,3780 MISSION St,Inadequate warewashing facilities or equipment,1,5,8,1,2019,1,17
90.0,PACIFIC CATCH,2027 CHESTNUT St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,6,3,1,2019,1,17
68.0,ADELITA'S CAKES,3780 MISSION St,Unclean nonfood contact surfaces,1,5,8,1,2019,1,17
92.0,Yoppi Yogurt,845 Market St 277,Unclean nonfood contact surfaces,1,10,3,1,2019,1,17
68.0,ADELITA'S CAKES,3780 MISSION St,Inadequate food safety knowledge or lack of certified food safety manager,2,5,8,1,2019,1,17
68.0,ADELITA'S CAKES,3780 MISSION St,Unclean or unsanitary food contact surfaces,3,5,8,1,2019,1,17
90.0,PACIFIC CATCH,2027 CHESTNUT St,Inadequately cleaned or sanitized food contact surfaces,2,6,3,1,2019,1,17
92.0,Yoppi Yogurt,845 Market St 277,Unapproved or unmaintained equipment or utensils,1,10,3,1,2019,1,17
68.0,ADELITA'S CAKES,3780 MISSION St,Improper food storage,1,5,8,1,2019,1,17
68.0,ADELITA'S CAKES,3780 MISSION St,High risk vermin infestation,3,5,8,1,2019,1,17
90.0,PACIFIC CATCH,2027 CHESTNUT St,Insufficient hot water or running water,2,6,3,1,2019,1,17
68.0,ADELITA'S CAKES,3780 MISSION St,Employee eating or smoking,2,5,8,1,2019,1,17
86.0,Bamboo Asia,41 Montgomery St,Insufficient hot water or running water,2,10,4,1,2019,1,17
73.0,Turtle Tower Restaurant,5716 GEARY BLVD,Unclean hands or improper use of gloves,3,4,5,1,2019,1,17
92.0,Chipotle Mexican Grill #1560,333 Jefferson St #104,Unapproved or unmaintained equipment or utensils,1,3,3,1,2019,1,17
73.0,Turtle Tower Restaurant,5716 GEARY BLVD,Unclean or unsanitary food contact surfaces,3,4,5,1,2019,1,17
92.0,Chipotle Mexican Grill #1560,333 Jefferson St #104,Low risk vermin infestation,1,3,3,1,2019,1,17
86.0,Bamboo Asia,41 Montgomery St,Inadequate and inaccessible handwashing facilities,2,10,4,1,2019,1,17
73.0,Turtle Tower Restaurant,5716 GEARY BLVD,Inadequate and inaccessible handwashing facilities,2,4,5,1,2019,1,17
86.0,Bamboo Asia,41 Montgomery St,Moderate risk food holding temperature,2,10,4,1,2019,1,17
92.0,Chipotle Mexican Grill #1560,333 Jefferson St #104,Moderate risk food holding temperature,2,3,3,1,2019,1,17
86.0,Bamboo Asia,41 Montgomery St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,10,4,1,2019,1,17
73.0,Turtle Tower Restaurant,5716 GEARY BLVD,Unapproved or unmaintained equipment or utensils,1,4,5,1,2019,1,17
73.0,Turtle Tower Restaurant,5716 GEARY BLVD,High risk food holding temperature,3,4,5,1,2019,1,17
88.0,"SAFEWAY STORES, INC. #995",1335 Webster St,Unapproved or unmaintained equipment or utensils,1,11,6,1,2019,1,18
81.0,Grandeho's Kamekyo II,2721 Hyde St,Improper cooling methods,3,6,5,1,2019,1,18
79.0,Last Drop Tavern,550 3 St,Improper cooling methods,3,3,5,1,2019,1,18
87.0,Herlen Place,334 Grant Ave,Improper cooling methods,3,3,3,1,2019,1,18
88.0,"SAFEWAY STORES, INC. #995",1335 Webster St,Moderate risk vermin infestation,2,11,6,1,2019,1,18
79.0,Last Drop Tavern,550 3 St,Inadequate and inaccessible handwashing facilities,2,3,5,1,2019,1,18
81.0,Grandeho's Kamekyo II,2721 Hyde St,Unapproved or unmaintained equipment or utensils,1,6,5,1,2019,1,18
87.0,Herlen Place,334 Grant Ave,Foods not protected from contamination,2,3,3,1,2019,1,18
79.0,Last Drop Tavern,550 3 St,Improper thawing methods,2,3,5,1,2019,1,18
88.0,"SAFEWAY STORES, INC. #995",1335 Webster St,Moderate risk food holding temperature,2,11,6,1,2019,1,18
81.0,Grandeho's Kamekyo II,2721 Hyde St,Inadequately cleaned or sanitized food contact surfaces,2,6,5,1,2019,1,18
96.0,Dinosaurs,2275 Market St Unit H,Foods not protected from contamination,2,5,1,1,2019,1,18
79.0,Last Drop Tavern,550 3 St,Foods not protected from contamination,2,3,5,1,2019,1,18
87.0,Herlen Place,334 Grant Ave,Low risk vermin infestation,1,3,3,1,2019,1,18
81.0,Grandeho's Kamekyo II,2721 Hyde St,Inadequate and inaccessible handwashing facilities,2,6,5,1,2019,1,18
88.0,"SAFEWAY STORES, INC. #995",1335 Webster St,Unclean or degraded floors walls or ceilings,1,11,6,1,2019,1,18
81.0,Grandeho's Kamekyo II,2721 Hyde St,Low risk vermin infestation,1,6,5,1,2019,1,18
79.0,Last Drop Tavern,550 3 St,Improper storage of equipment utensils or linens,1,3,5,1,2019,1,18
73.0,"Chutney USA, Inc.",511 Jones St,Inadequate and inaccessible handwashing facilities,2,10,7,1,2019,1,18
90.0,"La Corneta, Inc",2834 Diamond St,Foods not protected from contamination,2,5,3,1,2019,1,18
73.0,"Chutney USA, Inc.",511 Jones St,Improper food storage,1,10,7,1,2019,1,18
73.0,"Chutney USA, Inc.",511 Jones St,Moderate risk food holding temperature,2,10,7,1,2019,1,18
73.0,"Chutney USA, Inc.",511 Jones St,Improper cooling methods,3,10,7,1,2019,1,18
90.0,"La Corneta, Inc",2834 Diamond St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,5,3,1,2019,1,18
73.0,"Chutney USA, Inc.",511 Jones St,Moderate risk vermin infestation,2,10,7,1,2019,1,18
96.0,Ghirardelli Chocolate,845 Market St Suite 014,Unclean or degraded floors walls or ceilings,1,10,2,1,2019,1,18
73.0,"Chutney USA, Inc.",511 Jones St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,10,7,1,2019,1,18
90.0,"La Corneta, Inc",2834 Diamond St,Moderate risk food holding temperature,2,5,3,1,2019,1,18
96.0,Ghirardelli Chocolate,845 Market St Suite 014,Low risk vermin infestation,1,10,2,1,2019,1,18
73.0,"Chutney USA, Inc.",511 Jones St,Employee eating or smoking,2,10,7,1,2019,1,18
80.0,La Fonda,712 Irving St,Moderate risk vermin infestation,2,11,4,1,2019,1,22
90.0,Darwin Cafe,212 Ritch St,Food safety certificate or food handler card not available,1,10,3,1,2019,1,22
93.0,EL NORTEO,801 bryant St,Improper cooling methods,3,10,1,1,2019,1,22
96.0,STARBUCKS COFFEE CO,120 04th St,Inadequate ventilation or lighting,1,10,2,1,2019,1,22
88.0,La Laguna,3906 03rd St,Inadequate and inaccessible handwashing facilities,2,9,4,1,2019,1,22
96.0,STARBUCKS COFFEE CO,120 04th St,Unclean nonfood contact surfaces,1,10,2,1,2019,1,22
88.0,La Laguna,3906 03rd St,Inadequate sewage or wastewater disposal,2,9,4,1,2019,1,22
80.0,La Fonda,712 Irving St,Unclean or unsanitary food contact surfaces,3,11,4,1,2019,1,22
88.0,La Laguna,3906 03rd St,Low risk vermin infestation,1,9,4,1,2019,1,22
90.0,Darwin Cafe,212 Ritch St,Inadequate food safety knowledge or lack of certified food safety manager,2,10,3,1,2019,1,22
80.0,La Fonda,712 Irving St,Improper cooling methods,3,11,4,1,2019,1,22
88.0,La Laguna,3906 03rd St,Unapproved or unmaintained equipment or utensils,1,9,4,1,2019,1,22
90.0,Darwin Cafe,212 Ritch St,Moderate risk food holding temperature,2,10,3,1,2019,1,22
80.0,La Fonda,712 Irving St,Unclean or degraded floors walls or ceilings,1,11,4,1,2019,1,22
92.0,Yellow Submarine,503 IRVING St,Unclean or degraded floors walls or ceilings,1,11,3,1,2019,1,22
92.0,Rich Table,199 GOUGH St,Unapproved or unmaintained equipment or utensils,1,11,4,1,2019,1,22
92.0,Yellow Submarine,503 IRVING St,Inadequately cleaned or sanitized food contact surfaces,2,11,3,1,2019,1,22
92.0,Rich Table,199 GOUGH St,Unclean or degraded floors walls or ceilings,1,11,4,1,2019,1,22
92.0,Rich Table,199 GOUGH St,Permit license or inspection report not posted,1,11,4,1,2019,1,22
92.0,Yellow Submarine,503 IRVING St,Unapproved or unmaintained equipment or utensils,1,11,3,1,2019,1,22
92.0,Rich Table,199 GOUGH St,Low risk vermin infestation,1,11,4,1,2019,1,22
100.0,Events Management @ DeYoung Museum,50 So Tea Garden Dr,NA,0,4,1,1,2019,1,22
100.0,Woolf House Senior Center,801 Howard St . #413,NA,0,10,1,1,2019,1,22
96.0,Jewish Community Center of San Francisco,3200 California,Low risk vermin infestation,1,6,2,1,2019,1,23
65.0,Mission Beach Cafe,198 GUERRERO St,Foods not protected from contamination,2,5,8,1,2019,1,23
65.0,Mission Beach Cafe,198 GUERRERO St,Unclean or degraded floors walls or ceilings,1,5,8,1,2019,1,23
65.0,Mission Beach Cafe,198 GUERRERO St,Food safety certificate or food handler card not available,1,5,8,1,2019,1,23
65.0,Mission Beach Cafe,198 GUERRERO St,Permit license or inspection report not posted,1,5,8,1,2019,1,23
65.0,Mission Beach Cafe,198 GUERRERO St,High risk food holding temperature,3,5,8,1,2019,1,23
65.0,Mission Beach Cafe,198 GUERRERO St,High risk vermin infestation,3,5,8,1,2019,1,23
96.0,Jewish Community Center of San Francisco,3200 California,Unapproved or unmaintained equipment or utensils,1,6,2,1,2019,1,23
65.0,Mission Beach Cafe,198 GUERRERO St,Inadequately cleaned or sanitized food contact surfaces,2,5,8,1,2019,1,23
65.0,Mission Beach Cafe,198 GUERRERO St,Improper cooling methods,3,5,8,1,2019,1,23
57.0,New Jumbo Seafood Restaurant,1532 NORIEGA St,Improper storage use or identification of toxic substances,1,7,10,1,2019,1,23
57.0,New Jumbo Seafood Restaurant,1532 NORIEGA St,High risk food holding temperature,3,7,10,1,2019,1,23
